Program,Service,Activity,Expense/Revenue,Category Name,Sub-Category Name,Commitment item,Amount,Year
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Meetings,Bus. Meeting Exp,"9,248.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Rentals,Grnd Water Monit Srv,"13,295.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Rentals,Pager/Radio Rentals,"40,865.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Rentals,Rental - Other,"1,896.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Rentals,Rental Of Office Eq,"3,024.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Rentals,Rental Of Veh& Equip,"15,405.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Repair & Maintenance,Rep & Maint - Other,"1,315.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Services,Member Fees,"14,949.97",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Services,Permit & Lic. Fees,"2,089.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Services,Towing Charges,"3,533.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Telecommnuncation,Cellular Phones,"574,000.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Telecommnuncation,Network Srv - Adsl,"1,568.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Telecommnuncation,Wireless Devices,"17,689.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Training,Train/Dev - External,"20,107.10",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Training,Tuition Fees,266.84,2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Zero Based Consulting,C-Svs Mgmt/Res &Dev,"15,881.46",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Benefits,Benefits,Comprehensive Med,"136,376.22",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Benefits,Benefits,CPP,"171,896.84",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Benefits,Benefits,Dental Plan,"96,055.23",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Benefits,Benefits,EI,"55,935.48",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Benefits,Benefits,Life Insurance,"25,586.60",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Benefits,Benefits,LTD,"68,841.59",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Benefits,Benefits,OMERS Pension,"277,116.63",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Benefits,Benefits,Ont Health Tax,"156,610.83",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Con Veh Res - Flt Rt,"1,374.23",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Equipment,Computes,Comp - Hardware,"5,981.60",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Equipment,Computes,Comp - Software,"7,234.86",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Equipment,Equipment,General Equipment,"1,504.16",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Equipment,Equipment,M & E - Electrical,"3,200,000.00",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Equipment,Furn & Fixtures,Furnishings,"4,973.07",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Other Services,"118,866.66",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Materials & Supplies,Energy,Hydro,"34,105,825.93",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Materials & Supplies,Office Supplies,Books & Magazines,300.00,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Materials & Supplies,Office Supplies,Health-Safety Sup,446.76,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Materials & Supplies,Office Supplies,Other Office Materl,500.00,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Materials & Supplies,Office Supplies,Stationery And Off,"2,000.00",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Salaries,Permanent Salaries,Full Time Reg Py Sap,"4,227,473.35",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Salaries,Permanent Salaries,Perm - Overtime Sap,"1,600.87",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Business Travel,Bus Trav - Accom,420.58,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Business Travel,Bus Trav - Air Trans,204.00,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Business Travel,Bus Trav - Other Exp,260.50,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Business Travel,Bus Trav - Pub Trans,461.72,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Business Travel,Bustrav - Gr. Trans,480.00,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Conference,Conf/Sem - Other Exp,492.92,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Conference,Conf/Sem - Regist Fe,"1,764.07",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Conference,Conf/Semin - Accomd,820.00,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Conference,Conf/Semin - Km,340.00,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Conference,Conf/Semin -Air/Rai,680.00,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Conference,Conf/Semin -Grd Tran,100.00,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Contracted Services,Advertising & Promo,"3,238.64",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Contracted Services,C. Srv - Field Elect,"201,846.00",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Contracted Services,C. Srv - Iium Signs,"30,000.00",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Contracted Services,C.Serv Traf Sig Elec,"1,665,173.81",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Contracted Services,C.Serv Traf Sig Main,"12,382,672.21",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Contracted Services,C.Srv - Ped Cros Ov,"374,144.27",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Contracted Services,Contr Srv - Cable Tv,996.54,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Contracted Services,Contr Srv - Lighting,"22,899,234.93",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,General Travel,Metrage -Op (Intown),"4,000.00",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,General Travel,Parking Exp (Intown),869.64,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Meetings,Bus. Meeting Exp,"1,501.44",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Services,Member Fees,"14,949.97",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Services,Permit & Lic. Fees,"4,303.00",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Telecommnuncation,Cellular Phones,"875,000.00",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Telecommnuncation,Data Channels,"299,778.00",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Telecommnuncation,Lan Extension - Hdsl,"27,516.00",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Telecommnuncation,Network Equipment,500.00,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Telecommnuncation,Wireless Devices,"2,847.16",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Training,Train/Dev - External,"6,196.50",2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Training,Tuition Fees,266.84,2024
Transportation Services,Transportation Safety & Operations,Traffic Signal Installation & Maintenance,Expenses,Service And Rent,Zero Based Consulting,C-Svs Mgmt/Res &Dev,"15,881.46",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Benefits,Allowances,Benefits To Be Dist,"16,297.62",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Benefits,Benefits,Comprehensive Med,"491,467.92",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Benefits,Benefits,CPP,"371,675.52",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Benefits,Benefits,Dental Plan,"229,610.28",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Benefits,Benefits,EI,"125,521.92",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Benefits,Benefits,Life Insurance,"47,676.89",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Benefits,Benefits,LTD,"200,797.14",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Benefits,Benefits,OMERS Pension,"631,334.88",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Benefits,Benefits,Ont Health Tax,"133,178.31",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Con Veh Res - Flt Rt,"246,086.70",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Equipment,Computes,Comp - Hardware,101.64,2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Equipment,Equipment,M & E - Photographic,"2,736.00",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Equipment,Furn & Fixtures,Furnishings,375.03,2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Solid Waste,"1,069,891.75",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Materials & Supplies,Materials,Paint Supplies,"10,000.00",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Materials & Supplies,Materials,Road Materials,"169,743.36",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Materials & Supplies,Materials,Sign Blanks,"528,854.00",2024
Transportation Services,Transportation Safety & Operations,Traffic Signs & Pavement Markings,Expenses,Materials & Supplies,Materials,Vinyl,"157,000.00",2024
